"MSE";"Ratio_IC";"Time_train";"Time_pred";"Method";"M"
0,313948105538018;100;13,2958409786224;0,0301821231842041;"Algo";6
NA;NA;0;0,00139164924621582;"One GP";6
0,924107245339326;100;1,20820808410645;0,0368010997772217;"GPFDA";6
2,17238843224734;100;3,3596658706665;0,0302660465240479;"Algo";6
NA;NA;0;0,00139904022216797;"One GP";6
2,63088950001165;100;0,698129653930664;0,107288837432861;"GPFDA";6
1,91164059563498;90;3,86192059516907;0,0593752861022949;"Algo";6
NA;NA;0;0,00142431259155273;"One GP";6
1,34721315967543;100;1,11450529098511;0,0374696254730225;"GPFDA";6
1,91739360227204;100;4,07086849212646;0,0306844711303711;"Algo";6
NA;NA;0;0,00141620635986328;"One GP";6
6,70612971343775;100;0,706602096557617;0,03731369972229;"GPFDA";6
0,54340290113966;96,6666666666667;7,47383165359497;0,0305380821228027;"Algo";6
NA;NA;0;0,00139284133911133;"One GP";6
1,04725927357443;100;2,05053806304932;0,0482537746429443;"GPFDA";6
0,575001832185588;93,3333333333333;3,6570131778717;0,0522768497467041;"Algo";6
NA;NA;0;0,00141239166259766;"One GP";6
2,30882168287583;96,6666666666667;1,21177411079407;0,0412986278533936;"GPFDA";6
0,50129348698955;83,3333333333333;5,67043900489807;0,0412263870239258;"Algo";6
NA;NA;0;0,00138998031616211;"One GP";6
0,395896994353802;100;1,46805644035339;0,0371987819671631;"GPFDA";6
10,4113141413848;100;11,1201374530792;0,030792236328125;"Algo";6
NA;NA;0;0,00137734413146973;"One GP";6
32,7224978901559;100;0,596623182296753;0,0368399620056152;"GPFDA";6
8,72564330379043;100;3,42173671722412;0,0307197570800781;"Algo";6
NA;NA;0;0,00138401985168457;"One GP";6
9,59944367001538;100;1,14417266845703;0,0371086597442627;"GPFDA";6
3,97126921830177;83,3333333333333;3,41939473152161;0,0306470394134521;"Algo";6
NA;NA;0;0,00141525268554688;"One GP";6
3,34320002766097;100;1,18149614334106;0,0382013320922852;"GPFDA";6
1,37335904324456;73,3333333333333;3,49350237846375;0,0305652618408203;"Algo";6
NA;NA;0;0,00139594078063965;"One GP";6
1,56843697241498;76,6666666666667;1,07808566093445;0,0368566513061523;"GPFDA";6
2,41664480517049;80;4,18382811546326;0,0305562019348145;"Algo";6
NA;NA;0;0,00139617919921875;"One GP";6
2,86207016863845;100;1,18947052955627;0,0368044376373291;"GPFDA";6
7,70209349201428;100;3,86833333969116;0,0305829048156738;"Algo";6
NA;NA;0;0,00173783302307129;"One GP";6
3,75764550904523;100;0,545836210250854;0,037705659866333;"GPFDA";6
0,920431007439494;100;4,26947665214539;0,0309667587280273;"Algo";6
NA;NA;0;0,00140047073364258;"One GP";6
3,70612057104372;86,6666666666667;1,18319725990295;0,0477755069732666;"GPFDA";6
4,05062404267099;80;3,47853469848633;0,0301556587219238;"Algo";6
NA;NA;0;0,00138306617736816;"One GP";6
3,17170056971884;100;2,05989384651184;0,0377931594848633;"GPFDA";6
4,5966619633424;90;3,47722029685974;0,0302431583404541;"Algo";6
NA;NA;0;0,00138282775878906;"One GP";6
5,03789086815139;100;0,936197280883789;0,0368804931640625;"GPFDA";6
1,89403962496097;100;3,41266560554504;0,0300784111022949;"Algo";6
NA;NA;0;0,00140595436096191;"One GP";6
5,45988359210702;86,6666666666667;1,09111332893372;0,037102222442627;"GPFDA";6
2,75421217118611;70;3,80637288093567;0,0306069850921631;"Algo";6
NA;NA;0;0,00139474868774414;"One GP";6
3,04071250038682;73,3333333333333;1,19269299507141;0,0369706153869629;"GPFDA";6
29,3596615974948;56,6666666666667;3,61256623268127;0,0307435989379883;"Algo";6
NA;NA;0;0,00139236450195312;"One GP";6
23,4483099541792;100;1,15074777603149;0,0370042324066162;"GPFDA";6
17,7814527480043;66,6666666666667;3,85847568511963;0,0308923721313477;"Algo";6
NA;NA;0;0,00139641761779785;"One GP";6
8,98219442654501;100;1,07568264007568;0,0372681617736816;"GPFDA";6
2,82428164220771;100;3,68963122367859;0,0304205417633057;"Algo";6
NA;NA;0;0,00139427185058594;"One GP";6
9,75562752242631;100;0,926947593688965;0,0490131378173828;"GPFDA";6
7,41779769503666;76,6666666666667;4,83514022827148;0,030026912689209;"Algo";6
NA;NA;0;0,00138425827026367;"One GP";6
3,15705816169074;100;1,14477038383484;0,0382080078125;"GPFDA";6
0,59453955887564;100;4,22070503234863;0,03023362159729;"Algo";6
NA;NA;0;0,0013880729675293;"One GP";6
1,45063720431241;100;1,17921209335327;0,0374000072479248;"GPFDA";6
1,48677379794414;100;3,90106797218323;0,03066086769104;"Algo";6
NA;NA;0;0,00140666961669922;"One GP";6
3,31153944028743;100;1,25592589378357;0,0382721424102783;"GPFDA";6
0,676493297658038;100;5,19616556167603;0,0306813716888428;"Algo";6
NA;NA;0;0,00139880180358887;"One GP";6
0,878842714992158;100;0,799745082855225;0,0373852252960205;"GPFDA";6
1,09021158145984;96,6666666666667;3,47372436523438;0,0308284759521484;"Algo";6
NA;NA;0;0,00141382217407227;"One GP";6
0,336032821691811;100;1,04783821105957;0,0368533134460449;"GPFDA";6
0,819036191962411;100;7,5727334022522;0,0306415557861328;"Algo";6
NA;NA;0;0,00139260292053223;"One GP";6
0,545241965374501;100;0,661665201187134;0,0367529392242432;"GPFDA";6
1,47771541615252;83,3333333333333;9,16287469863892;0,0302631855010986;"Algo";6
NA;NA;0;0,00139451026916504;"One GP";6
2,07346809306319;93,3333333333333;0,753647327423096;0,0379467010498047;"GPFDA";6
3,20206682700097;96,6666666666667;6,21962094306946;0,0307750701904297;"Algo";6
NA;NA;0;0,00138425827026367;"One GP";6
4,19620942840161;90;0,843265533447266;0,0374002456665039;"GPFDA";6
3,55844388083263;83,3333333333333;3,48533654212952;0,0303089618682861;"Algo";6
NA;NA;0;0,00139999389648438;"One GP";6
3,48676466976592;100;0,584467887878418;0,0372676849365234;"GPFDA";6
5,75248413231898;96,6666666666667;4,80049562454224;0,0303080081939697;"Algo";6
NA;NA;0;0,0014188289642334;"One GP";6
8,70970789422668;100;1,79481601715088;0,117645263671875;"GPFDA";6
5,61236551089209;100;3,24452805519104;0,0615122318267822;"Algo";6
NA;NA;0;0,00142288208007812;"One GP";6
12,412147833395;93,3333333333333;0,764324188232422;0,0420734882354736;"GPFDA";6
0,858870026314183;93,3333333333333;4,29411005973816;0,0598721504211426;"Algo";6
NA;NA;0;0,00152468681335449;"One GP";6
1,09688411984249;100;0,629005193710327;0,040313720703125;"GPFDA";6
20,7902275965266;66,6666666666667;14,165825843811;0,0635294914245605;"Algo";6
NA;NA;0;0,0015099048614502;"One GP";6
37,363717619456;73,3333333333333;1,15560531616211;0,0452535152435303;"GPFDA";6
12,4672269936551;100;3,70792293548584;0,0363075733184814;"Algo";6
NA;NA;0;0,00152707099914551;"One GP";6
14,3092740348066;100;0,613407373428345;0,040874719619751;"GPFDA";6
8,12581835186525;83,3333333333333;4,26649045944214;0,0329649448394775;"Algo";6
NA;NA;0;0,00177764892578125;"One GP";6
8,32934220073588;100;1,05701518058777;0,0496950149536133;"GPFDA";6
0,675309662542883;100;3,97469544410706;0,0306367874145508;"Algo";6
NA;NA;0;0,00138998031616211;"One GP";6
0,614085232885838;100;1,31455159187317;0,0373659133911133;"GPFDA";6
0,512125585607804;96,6666666666667;3,90195202827454;0,0303761959075928;"Algo";6
NA;NA;0;0,0014185905456543;"One GP";6
1,41018602355325;100;1,1401104927063;0,0371160507202148;"GPFDA";6
3,15450944118022;100;4,21034002304077;0,0306107997894287;"Algo";6
NA;NA;0;0,00141000747680664;"One GP";6
2,37027708370939;100;1,36146426200867;0,0376195907592773;"GPFDA";6
1,10416748556124;80;7,01073384284973;0,0303378105163574;"Algo";6
NA;NA;0;0,00141549110412598;"One GP";6
1,48551577310197;86,6666666666667;1,13444304466248;0,0370900630950928;"GPFDA";6
3,83028996255704;100;5,0580427646637;0,0304908752441406;"Algo";6
NA;NA;0;0,00141167640686035;"One GP";6
5,24413894954303;100;1,13930630683899;0,0368826389312744;"GPFDA";6
20,1335383433239;20;3,41243529319763;0,0305159091949463;"Algo";6
NA;NA;0;0,00139975547790527;"One GP";6
9,12428473646191;100;0,631719350814819;0,0383603572845459;"GPFDA";6
0,76823064932869;83,3333333333333;15,4146888256073;0,0306670665740967;"Algo";6
