"";"MSE";"Ratio_IC";"Time_train";"Time_pred";"Method";"M"
"857";NA;NA;0;0,0015709400177002;"One GP";16
"858";4,04120033497548;100;3,83765697479248;0,0739040374755859;"GPFDA";16
"859";1,76003905235951;100;22,6467525959015;0,0896532535552979;"Algo";16
"860";NA;NA;0;0,00159263610839844;"One GP";16
"861";2,0004435070858;100;4,59067273139954;0,0747787952423096;"GPFDA";16
"862";4,09784960028457;83,3333333333333;21,9280679225922;0,138728618621826;"Algo";16
"863";NA;NA;0;0,0014641284942627;"One GP";16
"864";2,39208921248359;100;2,29335641860962;0,069312572479248;"GPFDA";16
"865";2,82825126918231;80;28,5401468276978;0,134346961975098;"Algo";16
"866";NA;NA;0;0,0014348030090332;"One GP";16
"867";2,55619201964423;100;2,8990797996521;0,0894651412963867;"GPFDA";16
"868";0,479396878819354;100;54,7730131149292;0,085639476776123;"Algo";16
"869";NA;NA;0;0,00141191482543945;"One GP";16
"870";9,54966361307653;100;7,01129722595215;0,0681490898132324;"GPFDA";16
"871";9,91363339964875;40;26,307094335556;0,111772537231445;"Algo";16
"872";NA;NA;0;0,00144076347351074;"One GP";16
"873";3,25596702006963;100;3,18850922584534;0,0711820125579834;"GPFDA";16
"874";2,92261552657221;100;24,2805466651917;0,0827031135559082;"Algo";16
"875";NA;NA;0;0,00148367881774902;"One GP";16
"876";1,48789736549926;100;1,85688972473145;0,0699236392974854;"GPFDA";16
"877";2,33424729416548;70;21,9675571918488;0,0823473930358887;"Algo";16
"878";NA;NA;0;0,00148868560791016;"One GP";16
"879";2,43252985536906;100;4,139240026474;0,0662627220153809;"GPFDA";16
"880";1,96957630239362;100;35,2322652339935;0,160769939422607;"Algo";16
"881";NA;NA;0;0,00144457817077637;"One GP";16
"882";2,41637936684474;100;3,181321144104;0,0665764808654785;"GPFDA";16
"883";0,738086625172577;100;33,8629972934723;0,147005081176758;"Algo";16
"884";NA;NA;0;0,00144457817077637;"One GP";16
"885";0,632925741687635;100;2,88824343681335;0,11206841468811;"GPFDA";16
"886";1,28506629469803;100;21,4598066806793;0,0838429927825928;"Algo";16
"887";NA;NA;0;0,00141668319702148;"One GP";16
"888";3,01677973553868;100;2,55580139160156;0,0900673866271973;"GPFDA";16
"889";1,47876299994995;100;20,1259868144989;0,084010124206543;"Algo";16
"890";NA;NA;0;0,00143814086914062;"One GP";16
"891";2,80607995515527;100;4,24255537986755;0,0706961154937744;"GPFDA";16
"892";2,03150298709026;63,3333333333333;27,9522821903229;0,0994408130645752;"Algo";16
"893";NA;NA;0;0,00142931938171387;"One GP";16
"894";3,21471391936516;100;3,26531386375427;0,0677707195281982;"GPFDA";16
"895";0,211154182918865;100;28,0497496128082;0,11327600479126;"Algo";16
"896";NA;NA;0;0,0015408992767334;"One GP";16
"897";0,662775210851109;100;4,28404259681702;0,0699527263641357;"GPFDA";16
"898";1,04769408301456;100;21,8094754219055;0,0841259956359863;"Algo";16
"899";NA;NA;0;0,00142145156860352;"One GP";16
"900";1,20186073397601;100;1,63248920440674;0,0690319538116455;"GPFDA";16
"901";6,40261803367552;63,3333333333333;23,3361439704895;0,106568574905396;"Algo";21
"902";NA;NA;0;0,00145196914672852;"One GP";21
"903";3,93478406147117;100;5,2752742767334;0,0931129455566406;"GPFDA";21
"904";1,58427754580209;96,6666666666667;20,667284488678;0,106017112731934;"Algo";21
"905";NA;NA;0;0,00142765045166016;"One GP";21
"906";1,00188091204075;100;3,3630964756012;0,133576393127441;"GPFDA";21
"907";1,53573929072247;100;28,6468229293823;0,177420616149902;"Algo";21
"908";NA;NA;0;0,00145053863525391;"One GP";21
"909";2,53026497985885;100;6,2983558177948;0,104579925537109;"GPFDA";21
"910";0,683418530639739;100;24,4812788963318;0,107556104660034;"Algo";21
"911";NA;NA;0;0,00139737129211426;"One GP";21
"912";0,898773445467347;100;3,26489782333374;0,0804243087768555;"GPFDA";21
"913";0,0861643876283329;100;27,3664076328278;0,136507749557495;"Algo";21
"914";NA;NA;0;0,00141239166259766;"One GP";21
"915";0,0780723306769985;100;3,2107367515564;0,0839986801147461;"GPFDA";21
"916";4,46049639639457;60;28,7611401081085;0,106964588165283;"Algo";21
"917";NA;NA;0;0,00143146514892578;"One GP";21
"918";2,71582928929659;100;4,85499215126038;0,144686222076416;"GPFDA";21
"919";1,27940800246562;83,3333333333333;24,3355779647827;0,127077579498291;"Algo";21
"920";NA;NA;0;0,00144481658935547;"One GP";21
"921";1,31774830714677;100;5,98230838775635;0,0818605422973633;"GPFDA";21
"922";0,892128199030502;100;28,9637415409088;0,214268684387207;"Algo";21
"923";NA;NA;0;0,00143790245056152;"One GP";21
"924";0,942160047036862;100;5,475665807724;0,0886075496673584;"GPFDA";21
"925";0,844869634872577;80;23,4818575382233;0,317806243896484;"Algo";21
"926";NA;NA;0;0,00160741806030273;"One GP";21
"927";2,4298419848686;100;6,07098364830017;0,0918362140655518;"GPFDA";21
"928";4,4325334181136;76,6666666666667;29,899717092514;0,166751146316528;"Algo";21
"929";NA;NA;0;0,00160908699035645;"One GP";21
"930";2,97137455067928;100;5,81113147735596;0,236329793930054;"GPFDA";21
"931";0,535237490151752;100;24,7068600654602;0,126159906387329;"Algo";21
"932";NA;NA;0;0,00166153907775879;"One GP";21
"933";1,18361996543696;100;2,97112011909485;0,0930790901184082;"GPFDA";21
"934";2,53747622439038;90;20,7238140106201;0,125436544418335;"Algo";21
"935";NA;NA;0;0,00248908996582031;"One GP";21
