"MSE";"Ratio_IC";"Time_train";"Time_pred";"Method"
1,354695470771;94,2408376963351;11,6482331752777;0,171036243438721;"Algo"
NA;NA;0;0,00194239616394043;"One GP"
NA;NA;0;0,00192070007324219;"GPFDA"
1,75156047532173;98,4848484848485;14,1181094646454;0,193989515304565;"Algo"
NA;NA;0;0,00175786018371582;"One GP"
NA;NA;0;0,00171232223510742;"GPFDA"
6,40810307378874;95,3846153846154;29,4841532707214;0,208400249481201;"Algo"
NA;NA;0;0,00181818008422852;"One GP"
NA;NA;0;0,00194740295410156;"GPFDA"
2,02537897267912;88,1443298969072;11,7306764125824;0,228843450546265;"Algo"
NA;NA;0;0,00180149078369141;"One GP"
NA;NA;0;0,0017390251159668;"GPFDA"
1,9071561683476;100;11,0337619781494;0,241846561431885;"Algo"
NA;NA;0;0,00170516967773438;"One GP"
NA;NA;0;0,00163841247558594;"GPFDA"
9,19422046088739;77,5510204081633;11,7898776531219;0,172162532806396;"Algo"
NA;NA;0;0,0016782283782959;"One GP"
NA;NA;0;0,00162744522094727;"GPFDA"
0,844053267799258;91,8367346938776;19,965297460556;0,144235849380493;"Algo"
NA;NA;0;0,00187587738037109;"One GP"
NA;NA;0;0,00170278549194336;"GPFDA"
5,00086007036548;100;10,8953125476837;0,142504930496216;"Algo"
NA;NA;0;0,00172615051269531;"One GP"
NA;NA;0;0,00168085098266602;"GPFDA"
1,10919000441444;99,4708994708995;10,8410577774048;0,185914039611816;"Algo"
NA;NA;0;0,00162601470947266;"One GP"
NA;NA;0;0,0016324520111084;"GPFDA"
3,355812613906;94,3298969072165;11,5407221317291;0,137499809265137;"Algo"
NA;NA;0;0,0016181468963623;"One GP"
NA;NA;0;0,00159120559692383;"GPFDA"
10,9089701100976;92,1052631578947;11,8065288066864;0,132162570953369;"Algo"
NA;NA;0;0,00160384178161621;"One GP"
NA;NA;0;0,00167226791381836;"GPFDA"
7,03127241856696;96,3730569948187;13,6351625919342;0,12905740737915;"Algo"
NA;NA;0;0,00155830383300781;"One GP"
NA;NA;0;0,00144743919372559;"GPFDA"
3,76553964754514;100;15,2512879371643;0,125287771224976;"Algo"
NA;NA;0;0,00150418281555176;"One GP"
NA;NA;0;0,00150084495544434;"GPFDA"
1,10121074952245;100,510204081633;13,558851480484;0,120242834091187;"Algo"
NA;NA;0;0,00145411491394043;"One GP"
NA;NA;0;0,00142526626586914;"GPFDA"
0,5152539600414;96,8586387434555;12,8370394706726;0,119094848632812;"Algo"
NA;NA;0;0,00147008895874023;"One GP"
NA;NA;0;0,00142168998718262;"GPFDA"
1,08031663988437;97,9381443298969;12,094634771347;0,849292278289795;"Algo"
NA;NA;0;0,0014338493347168;"One GP"
NA;NA;0;0,00141048431396484;"GPFDA"
0,516819429542918;100;11,1199986934662;0,416714191436768;"Algo"
NA;NA;0;0,00145459175109863;"One GP"
NA;NA;0;0,00141763687133789;"GPFDA"
0,629461358351266;78,6458333333333;40,945193529129;0,249479055404663;"Algo"
NA;NA;0;0,00186896324157715;"One GP"
NA;NA;0;0,00186824798583984;"GPFDA"
1,40401212218927;97,4226804123711;11,835275888443;0,153522253036499;"Algo"
